,Sex,Race,CompositeGrades,StandardizedTestQuartile,TimeSpentOnHomeworkInSchool,TimeSpentOnHomeworkOutOfSchool,TimeSpentOnExtracurriculars,ParentsHighestLevelEducation,Socio-economicStatusQuartile,Tutored,FathersWishes,MothersWishes,GradesUndergrad
8689,Female,White,4.0,3,2,2,2,4,3,-3,5,5,1
8690,Female,White,3.5,4,2,1,3,3,3,-9,5,5,1
8691,Female,White,3.3,4,7,5,3,3,2,-9,5,5,1
8692,Female,White,3.5,4,3,7,3,4,3,-9,6,5,1
8693,Male,Black,3.0,1,2,1,0,2,1,-9,1,1,0
8694,Female,White,2.0,2,6,5,2,3,3,-9,6,6,0
8695,Male,White,3.3,4,2,3,2,5,4,-9,6,6,1
8696,Female,White,2.3,2,1,2,0,3,3,-9,5,5,1
8697,Male,White,3.0,4,2,5,1,5,4,-9,5,5,0
8698,Female,White,3.8,4,2,3,2,4,4,-9,5,5,1
8699,Male,White,3.5,4,4,1,2,5,4,-9,5,5,1
8700,Female,White,2.8,3,3,2,1,4,4,-9,5,5,1
8701,Male,Black,2.5,9,2,3,0,3,2,-9,6,6,0
8702,Male,White,2.3,9,1,2,0,3,3,-9,5,5,0
8703,Female,White,2.5,1,1,1,2,3,3,-9,4,3,0
8704,Female,White,2.5,1,2,1,0,5,4,-9,4,4,1
8705,Male,Black,9.9,2,1,3,0,99,3,-9,99,99,1
8706,Female,White,4.0,4,3,2,3,5,4,-9,5,5,1
8707,Female,Black,3.3,2,98,2,3,3,2,-9,6,6,0
8708,Male,White,3.8,3,3,4,0,5,4,-9,5,5,1
8709,Female,Black,2.3,1,1,2,1,3,3,-3,6,6,0
8710,Female,White,3.3,3,1,2,0,3,3,-9,6,6,1
8711,Female,White,2.7,2,3,2,0,2,3,-9,4,4,0
8712,Female,White,2.8,3,2,4,4,3,1,-9,7,7,0
8713,Female,White,3.0,2,2,3,0,3,2,-3,6,5,0
8714,Male,White,2.3,2,2,0,0,2,1,-9,4,2,1
8715,Male,White,3.0,4,4,5,3,3,3,-9,5,5,1
8716,Female,White,2.3,3,3,2,1,2,2,-9,5,5,1
8717,Male,Black,3.3,2,2,4,3,5,4,-9,5,5,1
8718,Male,White,3.5,4,1,1,1,5,4,-9,5,5,1
8719,Male,White,2.0,9,99,99,99,2,8,-3,4,5,0
8720,Female,White,3.0,1,1,2,2,5,4,-9,6,6,0
8721,Male,White,2.8,3,3,4,0,2,2,-3,5,5,1
8722,Female,White,2.5,1,0,0,0,2,2,-3,98,4,0
8723,Male,White,2.5,4,2,2,3,4,3,-9,5,6,0
8724,Female,White,3.8,4,1,1,4,4,3,-3,5,5,0
8725,Male,White,2.8,3,5,3,2,5,4,-3,5,5,1
8726,Male,White,3.0,4,4,3,2,3,3,-9,5,5,1
8727,Male,White,2.5,2,1,1,0,2,1,-9,2,2,0
8728,Male,White,3.5,2,3,3,0,2,3,-9,5,5,0
8729,Male,White,3.0,2,4,3,4,3,2,-9,5,5,0
8730,Female,White,3.0,3,0,2,0,3,3,-9,4,4,0
8731,Female,White,2.5,1,99,99,99,6,4,-9,4,4,0
8732,Female,White,2.8,3,98,5,4,3,2,-9,5,6,0
8733,Female,White,4.0,3,1,2,2,4,4,-9,5,5,1
8734,Male,White,3.8,3,0,1,0,3,3,-9,3,3,1
8735,Female,White,3.8,4,7,4,2,5,4,-9,5,5,0
8736,Male,White,2.3,4,1,0,0,4,4,-9,5,5,0
8737,Female,Black,4.0,3,1,2,2,2,1,-9,6,6,1
8738,Female,White,3.0,2,2,5,1,3,3,-9,6,6,0
8739,Male,White,2.5,4,2,2,3,4,3,-9,5,6,0
8740,Male,White,2.8,4,3,5,2,4,4,-9,6,6,1
8741,Female,White,3.0,3,4,5,2,3,1,-9,5,5,1
8742,Female,Black,3.8,2,1,3,4,5,4,-9,5,5,1
8743,Male,Black,3.0,2,0,2,2,3,1,-9,5,5,1
8744,Male,White,3.0,4,1,1,0,4,4,-9,5,5,0
8745,Male,White,1.3,3,1,5,3,2,1,-9,5,5,1
8746,Male,White,3.5,3,2,1,4,3,4,-9,5,5,0
8747,Male,White,4.0,4,3,6,3,5,4,-9,6,6,1
8748,Female,White,4.0,4,2,3,1,3,2,-9,5,5,1
8749,Female,White,3.8,4,3,4,1,4,4,-9,5,5,1
8750,Female,White,3.5,3,2,4,4,3,3,-9,6,6,1
8751,Female,White,2.8,3,2,5,1,6,4,-3,6,6,0
8752,Female,White,3.5,3,1,0,2,3,2,-9,7,7,0
8753,Male,White,3.8,4,4,2,4,3,3,-9,5,4,0
8754,Female,White,3.8,4,1,7,3,3,3,-9,5,5,0
8755,Female,Black,3.5,2,0,1,1,3,3,-9,3,3,0
8756,Female,White,2.0,1,1,3,2,3,3,-9,4,4,0
8757,Male,White,2.5,3,4,3,4,4,3,-9,4,3,1
8758,Male,White,2.3,2,1,3,4,2,3,-9,6,6,0
8759,Male,Black,2.3,2,98,1,0,2,2,-3,3,6,0
8760,Female,White,9.9,2,0,1,0,99,8,-9,99,99,0
8761,Male,White,3.5,4,2,5,2,5,4,-9,6,6,1
8762,Female,White,0.9,9,99,99,99,3,2,-3,2,2,0
8763,Female,White,3.5,3,4,6,4,4,3,-9,7,7,1
8764,Male,White,2.5,1,2,2,4,2,2,-3,5,5,0
8765,Female,White,3.5,4,3,6,0,3,2,-9,5,5,1
8766,Male,White,3.0,3,3,5,5,4,4,-9,6,6,1
8767,Male,White,2.3,1,3,1,1,2,1,-9,3,3,0
8768,Female,White,2.5,4,1,3,4,4,4,-9,5,5,1
8769,Female,White,3.5,4,3,4,2,3,2,-9,5,5,1
8770,Female,White,3.0,3,2,2,2,3,2,-9,5,5,1
8771,Male,Black,2.5,9,99,99,99,3,8,-9,6,6,1
8772,Female,White,2.8,3,5,2,2,3,2,-9,5,5,0
8773,Male,Black,3.0,1,2,2,0,3,2,-9,5,6,0
8774,Female,White,2.0,1,2,1,2,3,2,-9,7,6,0
8775,Male,White,4.0,4,3,7,4,5,4,-9,6,6,1
8776,Female,White,2.0,2,2,1,1,1,1,-9,5,5,0
8777,Male,White,3.3,4,1,3,2,4,4,-9,5,5,1
8778,Female,White,3.5,4,7,3,4,4,3,-9,2,5,1
8779,Female,White,2.5,3,1,3,1,5,4,-9,6,6,1
8780,Female,Black,3.3,9,99,99,99,3,3,-3,6,6,1
8781,Male,White,2.5,4,3,1,1,3,3,-3,5,5,1
8782,Male,Black,2.5,9,99,99,99,4,8,-9,5,5,0
8783,Female,White,2.3,2,7,2,0,1,1,-9,4,4,1
8784,Male,White,3.5,2,1,1,1,3,2,-9,5,5,0
8785,Male,White,4.0,3,2,2,4,3,2,-9,4,4,1
8786,Female,White,2.3,2,1,2,0,3,3,-9,3,4,0
8787,Male,White,4.0,3,7,1,1,5,3,-3,6,6,0
8788,Female,White,4.0,2,1,3,3,3,2,-9,5,5,0
8789,Male,White,3.5,4,2,4,3,5,4,-9,6,6,1
8790,Female,White,4.0,4,1,2,0,3,3,-9,5,5,1
8791,Female,White,2.0,2,1,4,0,2,3,-9,5,5,1
8792,Female,White,3.8,4,1,2,3,5,4,-9,6,6,1
8793,Male,White,3.5,2,3,6,0,4,4,-9,7,7,0
8794,Male,Black,4.0,3,2,2,0,98,2,-3,5,5,0
8795,Male,White,3.3,4,3,3,4,3,3,-9,7,5,0
8796,Female,White,3.8,3,1,2,0,4,4,-9,5,5,0
8797,Male,White,2.0,3,1,1,0,4,4,-9,6,6,0
8798,Female,Black,2.0,2,0,3,0,1,1,-9,7,6,1
8799,Male,White,2.5,1,2,2,4,2,2,-9,5,5,0
8800,Female,White,4.0,4,2,3,3,5,3,-9,5,5,1
8801,Male,White,2.8,4,2,1,0,2,1,-9,5,5,0
8802,Female,White,3.5,4,5,5,0,5,4,-9,5,5,0
8803,Male,White,2.5,1,3,0,0,3,2,-9,98,98,0
8804,Male,White,4.0,4,1,2,3,3,2,-9,2,6,1
8805,Female,White,4.0,4,1,6,3,5,4,-9,6,5,1
8806,Female,White,3.5,2,0,2,0,3,1,-9,5,5,1
8807,Male,White,3.3,4,1,2,0,4,4,-9,6,6,1
8808,Male,White,1.9,2,4,1,0,3,3,-9,6,6,1
8809,Male,White,4.0,4,1,3,0,6,4,-9,6,6,1
8810,Female,White,2.8,9,1,1,0,3,3,-9,5,5,0
8811,Female,White,4.0,4,2,2,3,6,4,-9,6,6,0
8812,Female,White,2.5,4,4,6,3,4,3,-9,7,7,1
8813,Female,White,4.0,4,3,7,2,5,4,-9,6,6,1
8814,Male,White,2.3,1,1,0,0,2,2,-9,3,2,1
8815,Male,White,4.0,3,1,3,3,3,3,-9,6,6,1
8816,Male,White,3.8,4,1,1,1,5,4,-9,5,5,1
8817,Female,White,3.3,3,4,7,2,4,4,-9,5,6,1
8818,Female,White,3.0,2,0,2,0,3,2,-9,5,5,0
8819,Male,White,4.0,3,3,5,2,6,4,-9,6,7,1
8820,Male,White,2.8,2,1,1,1,3,2,-9,98,98,0
8821,Male,White,2.3,2,1,2,0,6,4,-9,4,4,1
8822,Female,White,2.0,4,1,1,2,3,2,-9,3,3,1
8823,Male,White,3.8,3,6,2,3,3,3,-9,6,6,0
8824,Female,White,3.0,2,1,4,0,1,1,-9,7,7,1
8825,Male,Black,4.0,4,1,2,4,3,1,-3,4,4,1
8826,Male,White,2.5,1,3,0,0,3,2,-9,98,98,0
8827,Female,White,4.0,4,3,7,0,6,4,-9,6,6,1
8828,Female,White,3.0,2,0,3,1,7,1,-9,98,98,1
8829,Male,Black,1.8,2,0,3,2,2,1,-9,4,4,0
8830,Female,White,3.5,3,1,1,1,3,2,-9,98,98,0
8831,Male,White,3.3,4,2,1,0,3,2,-3,6,6,1
8832,Male,White,4.0,4,2,1,2,4,4,-9,6,6,1
8833,Male,White,2.3,3,2,5,1,7,2,-9,5,5,0
8834,Female,Black,2.5,2,1,2,2,1,1,-9,5,5,1
8835,Male,White,2.8,2,2,2,4,1,1,-9,5,5,1
8836,Female,Black,3.0,2,0,3,0,2,1,-9,4,4,0
8837,Female,White,3.5,3,2,4,1,3,3,-9,5,5,1
8838,Male,White,2.5,2,2,2,2,3,1,-9,6,6,0
8839,Male,White,3.0,9,4,2,0,6,4,-9,5,7,1
8840,Male,White,3.0,3,2,4,1,3,3,-9,5,5,1
8841,Male,White,2.5,2,3,2,98,2,2,-9,2,2,0
8842,Male,White,2.8,2,3,4,3,3,2,-9,3,3,0
8843,Male,White,3.8,4,2,3,2,4,3,-9,6,6,1
8844,Male,White,2.5,2,2,2,4,5,4,-9,5,5,1
8845,Female,White,2.0,3,0,2,2,3,3,-9,5,4,0
8846,Female,White,3.0,2,1,0,0,3,1,-3,2,1,0
8847,Female,White,3.8,3,0,4,0,4,4,-9,5,5,1
8848,Male,White,2.8,4,1,1,2,2,2,-9,6,6,1
8849,Male,White,3.0,4,2,3,4,5,4,-9,5,5,0
8850,Male,White,3.0,3,1,7,0,4,4,-9,5,5,0
8851,Female,White,3.5,3,2,3,3,3,4,-9,6,6,1
8852,Female,White,3.8,3,1,4,4,3,3,-9,6,6,1
8853,Male,White,3.5,4,2,4,1,3,2,-9,5,5,0
8854,Male,White,9.8,1,7,0,0,3,2,-3,7,7,0
8855,Male,White,2.3,2,99,99,99,3,2,-9,5,5,0
8856,Male,White,3.0,1,1,2,0,4,4,-9,5,5,0
8857,Male,White,3.3,4,1,4,0,3,3,-9,5,5,0
8858,Female,White,2.8,3,2,3,0,2,1,-9,5,5,0
8859,Female,White,2.8,3,2,4,4,3,1,-9,7,7,0
8860,Male,White,3.5,1,4,3,0,3,3,-9,5,5,1
8861,Female,Black,2.5,9,2,3,2,3,2,-3,98,98,0
8862,Female,Black,3.8,4,4,7,0,3,3,-9,6,6,0
8863,Male,White,3.0,3,1,1,0,6,4,-9,5,5,0
8864,Female,White,3.3,3,6,6,4,3,3,-9,5,98,1
8865,Male,White,2.5,1,2,2,4,2,2,-9,5,5,0
8866,Female,White,2.8,9,1,1,0,3,3,-9,5,5,0
8867,Female,White,2.5,2,7,3,1,5,4,-9,7,4,0
8868,Female,White,3.0,3,2,5,1,4,3,-9,5,5,1
8869,Female,White,3.8,4,3,4,3,3,3,-9,5,5,1
8870,Male,White,3.0,3,3,2,0,3,2,-9,5,5,0
8871,Male,White,3.5,4,2,4,3,5,4,-9,5,5,0
8872,Female,White,3.0,2,3,3,0,3,3,-9,6,6,1
8873,Male,White,3.3,2,1,3,3,5,4,-9,5,5,1
8874,Female,White,3.5,1,1,2,0,3,2,-9,98,98,0
8875,Female,White,3.8,4,4,6,4,3,2,-9,5,5,1
8876,Male,White,1.4,2,2,2,0,3,3,-3,5,5,1
8877,Male,White,3.0,2,1,1,0,3,3,-9,5,5,0
8878,Male,White,2.3,2,3,2,0,3,3,-9,5,5,0
8879,Male,White,2.8,1,4,1,2,5,4,-9,4,4,1
8880,Male,White,3.0,4,1,3,3,3,4,-9,5,6,0
8881,Female,White,2.5,2,1,3,0,3,2,-9,2,2,0
8882,Female,White,2.8,2,1,2,4,2,2,-9,5,5,0
8883,Male,White,3.5,4,2,4,1,3,2,-9,5,5,0
8884,Male,White,3.5,4,2,4,3,5,4,-9,5,5,0
8885,Male,White,2.0,3,1,1,2,3,4,-9,98,5,1
8886,Female,White,4.0,2,1,3,3,3,2,-9,5,5,0
8887,Male,White,1.5,2,4,1,0,3,3,-9,4,4,1
8888,Male,White,3.0,2,1,2,0,3,4,-9,4,4,1
8889,Female,White,3.3,1,1,5,0,1,2,-3,5,5,1
8890,Male,White,2.8,2,1,6,2,3,3,-9,5,5,1
8891,Male,White,3.0,4,1,2,2,3,3,-9,6,6,0
8892,Female,White,3.3,2,1,3,5,4,4,-9,6,6,0
8893,Male,White,3.8,3,7,4,1,4,3,-9,5,5,1
8894,Female,White,3.3,2,3,7,2,4,3,-9,6,6,1
8895,Male,White,2.8,1,0,1,1,1,1,-9,2,2,1
8896,Male,White,3.0,4,3,1,3,5,4,-9,6,6,1
8897,Female,White,2.8,3,2,2,0,2,2,-9,5,5,0
8898,Female,Black,3.0,9,99,99,99,4,8,-9,5,5,0
8899,Female,White,3.5,4,2,3,4,4,4,-9,5,5,1
8900,Female,White,3.3,3,1,2,1,3,2,-9,98,6,0
8901,Male,White,2.8,3,2,1,4,3,2,-9,5,3,0
8902,Male,White,2.5,2,3,2,98,2,2,-9,2,2,0
8903,Male,White,2.3,3,6,2,1,3,3,-9,4,4,0
8904,Male,White,2.5,9,99,99,99,5,8,-9,6,6,1
8905,Female,White,2.5,1,99,99,99,4,3,-9,5,5,1
8906,Male,White,3.0,3,1,1,0,3,3,-9,5,5,0
8907,Male,White,2.3,3,1,0,0,3,3,-9,7,7,0
8908,Male,White,2.9,3,6,6,1,3,3,-9,5,5,0
8909,Female,White,3.0,4,1,2,3,4,3,-9,5,5,0
8910,Male,Black,2.3,2,1,1,0,7,2,-9,5,5,0
8911,Female,White,3.3,4,1,2,3,3,3,-9,6,6,0
8912,Male,White,9.9,4,1,2,4,99,3,-9,99,99,1
8913,Male,White,2.0,3,3,2,0,2,1,-9,2,4,1
8914,Female,White,2.3,2,1,2,0,3,3,-9,3,4,0
8915,Female,White,2.0,2,6,5,2,3,3,-9,6,6,0
8916,Female,White,3.3,4,1,3,4,5,3,-9,6,6,0
8917,Male,White,4.0,4,3,4,1,4,4,-9,5,5,1
8918,Female,White,4.0,4,2,7,1,2,2,-3,6,6,1
8919,Male,White,1.9,2,1,1,0,3,3,-9,4,3,0
8920,Female,Black,9.9,1,1,1,1,99,8,-9,99,99,0
8921,Male,White,2.5,2,6,5,2,3,3,-9,5,5,0
8922,Female,White,2.3,3,3,4,2,4,4,-9,4,4,1
8923,Male,White,3.3,4,2,2,4,5,4,-9,6,6,0
8924,Female,White,2.8,4,1,4,2,3,4,-9,5,5,1
8925,Female,White,2.8,3,2,4,4,3,1,-9,7,7,0
8926,Male,White,2.5,1,0,2,2,2,2,-9,4,4,0
8927,Female,White,3.5,4,3,7,3,3,3,-3,3,5,0
8928,Female,White,2.3,1,2,1,1,3,3,-9,4,4,1
8929,Male,White,2.5,4,4,2,4,3,3,-9,5,5,1
8930,Female,Black,3.0,3,1,5,1,4,4,-9,6,6,0
8931,Female,White,2.8,2,1,3,2,3,3,-3,7,3,1
8932,Male,White,4.0,4,1,1,4,2,2,-9,5,5,1
8933,Female,White,4.0,4,7,7,5,3,2,-9,5,5,1
8934,Male,White,3.3,3,3,5,4,3,3,-9,5,5,1
8935,Male,White,3.3,2,7,7,4,2,1,-9,5,5,0
8936,Female,White,2.5,3,2,2,1,3,3,-9,5,5,0
8937,Female,White,3.3,4,4,3,1,3,3,-9,4,4,1
8938,Female,White,0.9,9,99,99,99,3,2,-3,2,2,0
8939,Female,Black,2.5,3,5,4,0,2,3,-3,98,98,1
8940,Female,White,3.8,4,2,2,2,3,3,-9,5,5,1
8941,Male,White,1.9,1,0,1,0,5,4,-9,4,4,0
8942,Female,White,3.8,4,2,3,3,2,1,-9,5,5,1
8943,Male,White,3.0,4,3,1,0,5,4,-9,5,5,1
8944,Female,White,2.7,2,3,2,0,2,3,-9,4,4,0
8945,Male,White,3.5,4,2,2,2,4,4,-9,6,6,1
8946,Male,White,3.3,2,1,2,1,1,1,-9,5,5,0
8947,Male,White,2.8,2,1,96,0,2,2,-9,98,98,0
8948,Male,Black,3.0,2,1,3,2,3,3,-9,5,5,0
8949,Female,White,1.6,1,3,3,1,2,2,-9,3,2,0
8950,Male,Black,3.3,1,4,3,0,3,2,-9,4,6,1
8951,Female,White,3.5,3,2,3,3,3,3,-9,5,5,1
8952,Male,Black,2.8,2,0,2,2,3,2,-9,6,6,1
8953,Male,White,2.3,9,1,2,0,3,3,-9,5,5,0
8954,Male,White,3.0,4,1,2,4,3,1,-9,4,4,1
8955,Male,White,9.9,2,1,1,0,99,3,-9,99,99,0
8956,Female,White,3.0,4,0,2,4,3,3,-9,5,5,0
8957,Female,White,2.5,2,1,3,0,3,1,-9,6,6,1
8958,Male,White,4.0,2,2,2,4,2,2,-9,5,5,1
8959,Male,White,9.8,1,7,0,0,3,2,-3,7,7,0
8960,Female,White,4.0,4,3,2,1,6,4,-9,6,5,1
8961,Male,White,3.0,3,1,3,1,3,2,-9,5,5,1
8962,Female,White,9.8,4,1,0,2,4,4,-9,6,5,0
8963,Female,White,2.5,9,99,99,99,3,8,-9,5,5,0
8964,Male,White,3.5,4,0,1,4,3,3,-9,5,5,0
8965,Female,White,3.3,2,2,1,0,2,3,-9,4,4,0
8966,Female,Black,2.8,1,98,2,0,3,2,-9,4,4,0
8967,Female,White,3.5,4,2,3,2,4,4,-3,5,5,1
8968,Male,White,9.8,4,2,6,0,6,4,-9,5,5,0
8969,Female,White,3.0,4,1,2,4,3,3,-9,5,5,1
8970,Female,White,2.8,1,2,4,0,4,3,-9,6,6,1
8971,Male,White,3.3,4,2,3,2,3,3,-9,6,6,0
8972,Male,White,4.0,4,1,2,2,4,4,-9,6,6,1
8973,Male,White,1.8,4,1,2,4,6,4,-3,5,5,1
8974,Female,White,2.3,1,2,2,2,2,1,-9,5,5,1
8975,Female,White,9.9,4,2,3,2,99,4,-9,99,99,1
8976,Male,White,2.4,2,1,2,3,3,2,-9,5,4,0
8977,Female,White,3.5,4,1,1,1,3,4,-9,5,5,1
8978,Male,White,4.0,4,2,1,4,3,4,-9,6,6,1
8979,Female,White,3.0,1,1,2,5,2,2,-3,5,5,0
8980,Male,White,2.0,3,3,2,0,7,3,-9,6,5,1
8981,Female,White,3.3,9,3,5,2,5,4,-9,5,5,1
8982,Male,White,4.0,3,1,1,98,2,1,-9,2,2,0
8983,Female,White,3.5,4,3,7,3,3,3,-9,5,5,1
8984,Female,White,4.0,4,1,3,1,4,4,-9,5,5,0
8985,Male,White,2.0,9,99,99,99,2,8,-3,4,5,0
8986,Male,White,3.3,4,1,4,0,3,3,-9,5,5,0
8987,Male,White,9.9,6,99,99,99,99,9,-9,99,99,1
8988,Female,Black,2.0,1,0,1,0,1,1,-9,7,4,0
8989,Male,White,3.8,3,2,3,4,3,3,-3,5,5,0
8990,Male,White,1.3,9,2,5,4,3,2,-9,5,5,1
8991,Female,White,2.8,2,2,6,0,3,3,-9,4,4,0
8992,Female,Black,3.8,4,3,3,2,3,2,-9,6,6,0
8993,Male,White,3.3,3,1,2,1,3,4,-9,5,5,1
8994,Male,White,3.3,3,1,2,4,3,3,-3,5,5,1
8995,Male,White,3.0,3,3,2,4,1,1,-9,5,5,0
8996,Female,White,3.3,2,3,3,1,2,2,-9,6,5,0
8997,Male,White,3.5,2,5,1,1,2,1,-9,2,2,0
8998,Male,White,2.8,3,3,2,2,6,4,-9,6,6,0
8999,Female,White,2.0,3,4,3,2,3,2,-9,7,7,0
9000,Female,Black,2.8,4,2,3,4,3,3,-3,98,98,0
9001,Male,White,2.5,1,3,0,1,3,2,-9,7,4,1
9002,Female,Black,2.5,3,1,2,1,3,2,-9,5,5,0
9003,Female,White,3.3,4,98,3,3,3,4,-3,5,5,1
9004,Male,White,2.8,3,3,1,1,2,3,-9,3,3,1
9005,Male,White,2.0,3,3,1,3,3,2,-9,5,5,0
9006,Male,Black,2.5,1,0,1,0,4,3,-9,5,5,0
9007,Male,White,4.0,4,2,2,2,4,3,-9,6,6,0
9008,Male,White,4.0,4,2,4,2,4,4,-9,98,98,1
9009,Female,White,9.8,1,3,2,2,3,1,-9,1,7,1
9010,Female,Black,2.5,1,96,96,2,1,1,-9,6,6,0
9011,Male,White,2.5,2,1,4,1,2,1,-9,5,5,0
9012,Male,White,3.3,4,7,3,3,5,4,-9,7,7,1
9013,Female,White,4.0,4,2,1,2,2,2,-9,5,5,1
9014,Female,White,3.5,3,1,0,2,3,2,-9,7,7,0
9015,Female,White,3.3,4,1,1,1,3,2,-9,6,6,1
9016,Female,Black,2.7,2,1,1,0,1,1,-9,6,6,0
9017,Female,White,3.5,4,2,5,0,3,3,-9,5,5,0
9018,Female,White,3.0,9,99,99,99,3,8,-9,7,5,0
9019,Female,White,4.0,4,2,2,3,6,4,-9,6,6,0
9020,Male,White,3.0,2,1,1,2,2,3,-9,7,7,1
9021,Male,White,3.5,4,1,0,2,5,4,-9,6,6,1
9022,Male,White,3.5,2,2,3,4,1,2,-9,6,6,0
9023,Female,White,2.5,4,1,2,1,4,4,-9,5,5,0
9024,Male,White,3.0,3,1,3,5,4,3,-9,6,6,0
9025,Female,White,3.5,3,4,5,1,3,4,-9,5,5,1
9026,Female,White,3.5,4,1,2,2,3,4,-9,5,5,1
9027,Male,White,1.3,2,1,0,0,2,1,-9,4,7,0
9028,Male,White,1.3,2,1,0,0,2,1,-9,4,7,0
9029,Male,Black,2.8,9,99,99,99,3,8,-3,98,98,1
9030,Female,White,4.0,4,2,5,2,5,4,-9,5,5,1
9031,Male,White,3.0,3,3,2,0,3,2,-9,5,5,0
9032,Male,White,2.4,3,1,2,1,5,4,-9,5,5,0
9033,Male,White,2.0,2,4,2,3,3,3,-9,7,7,1
9034,Male,White,3.3,2,2,0,1,3,3,-3,5,5,1
9035,Male,White,3.5,2,3,3,4,3,3,-9,4,4,0
9036,Female,White,3.8,4,2,5,2,4,3,-3,6,6,1
9037,Female,White,3.5,4,1,2,4,5,4,-9,5,5,1
9038,Male,White,4.0,4,3,3,1,4,3,-9,5,5,1
9039,Male,Black,2.8,2,1,3,0,5,4,-9,98,98,0
9040,Female,White,3.8,4,3,7,98,4,4,-9,6,6,1
9041,Female,White,3.5,4,3,3,3,2,2,-9,5,6,1
9042,Female,White,2.3,1,7,0,0,1,1,-9,4,2,0
9043,Male,Black,4.0,3,1,3,4,5,4,-9,5,5,1
9044,Female,White,3.5,3,1,1,1,3,2,-9,98,98,0
9045,Male,White,3.0,2,1,1,0,5,4,-9,6,6,0
9046,Female,White,3.5,4,1,4,0,4,4,-9,5,98,1
9047,Male,White,2.8,3,2,2,2,3,3,-9,6,5,1
9048,Male,White,3.5,2,0,2,0,3,3,-9,5,5,1
9049,Female,Black,3.0,2,99,99,99,3,2,-3,3,3,1
9050,Female,White,3.8,3,4,2,1,5,3,-9,6,5,1
9051,Male,White,2.8,3,2,0,2,2,1,-9,6,6,1
9052,Male,White,2.0,1,1,1,0,3,3,-9,2,2,1
9053,Male,White,2.8,3,3,4,1,3,2,-9,5,5,0
9054,Male,White,4.0,4,2,1,3,5,4,-9,6,6,1
9055,Female,White,4.0,4,2,5,4,4,4,-9,6,6,1
9056,Male,White,4.0,4,4,3,2,2,3,-9,5,6,0
9057,Male,White,2.5,2,2,2,0,4,4,-9,5,5,0
9058,Female,Black,3.8,2,1,2,2,2,1,-9,5,5,1
9059,Male,White,1.6,1,1,0,0,1,1,-9,2,2,1
9060,Male,White,3.5,3,2,98,0,3,3,-9,6,6,1
9061,Female,White,2.3,1,1,1,4,3,3,-9,5,5,1
9062,Female,Black,3.0,1,1,2,1,2,1,-9,6,6,0
9063,Female,White,4.0,4,2,3,4,3,2,-9,5,5,1
9064,Female,White,4.0,4,3,7,2,6,4,-9,6,5,1
9065,Female,Black,2.1,1,2,0,2,3,2,-3,98,98,0
9066,Male,White,2.5,3,2,3,3,2,1,-9,5,5,0
9067,Female,White,3.5,3,4,4,1,2,2,-9,5,5,1
9068,Male,Black,9.9,2,1,0,0,99,3,-3,99,99,0
9069,Female,White,4.0,3,0,2,3,6,4,-9,5,5,1
9070,Female,White,2.8,4,1,1,0,4,3,-9,4,5,1
9071,Female,White,3.3,3,0,2,0,4,3,-9,5,5,1
9072,Male,White,3.5,4,1,1,4,4,4,-9,5,5,1
9073,Female,White,4.0,4,1,1,1,3,2,-9,5,5,1
9074,Male,White,3.3,3,1,7,3,5,4,-9,5,5,0
9075,Male,White,3.3,4,2,0,1,3,4,-9,7,7,0
9076,Female,Black,2.8,1,98,2,0,3,2,-9,4,4,0
9077,Male,White,2.5,4,2,4,3,2,3,-9,5,5,1
9078,Male,White,3.7,3,1,3,5,4,4,-9,5,5,1
9079,Female,Black,3.0,3,1,2,0,4,4,-9,98,98,1
9080,Male,White,3.0,3,2,1,4,2,2,-9,5,5,1
9081,Female,White,3.5,4,3,2,2,2,1,-9,7,5,1
9082,Male,White,3.0,3,5,3,4,3,4,-9,5,6,1
9083,Female,White,4.0,4,1,1,1,3,2,-9,5,5,1
9084,Female,White,4.0,3,1,2,0,3,2,-9,6,6,1
9085,Male,White,2.5,2,3,3,1,2,1,-9,5,5,0
9086,Female,White,3.3,4,2,6,0,3,2,-9,5,5,1
9087,Female,White,3.0,3,2,2,3,3,3,-9,5,5,1
9088,Male,White,3.3,4,2,4,0,3,3,-9,5,5,0
9089,Female,White,3.0,2,5,6,4,3,2,-3,5,5,0
9090,Male,White,4.0,1,1,3,2,6,4,-9,7,7,0
9091,Female,White,3.3,2,3,3,1,2,2,-9,6,5,0
9092,Male,White,2.5,1,1,2,98,4,3,-9,98,98,0
9093,Male,White,3.3,1,3,1,4,2,1,-9,1,6,1
9094,Female,White,3.3,3,3,5,3,3,3,-9,5,5,1
9095,Male,White,3.3,3,2,1,1,3,2,-3,5,6,1
9096,Female,White,3.3,4,2,1,1,3,2,-9,3,3,0
9097,Female,White,3.3,2,1,5,0,2,1,-9,1,2,1
9098,Male,White,9.9,2,98,1,0,99,2,-3,99,99,1
9099,Male,White,2.5,9,99,99,99,3,8,-9,7,7,0
9100,Male,White,2.3,1,4,7,1,6,4,-9,6,6,0
9101,Male,White,2.8,1,96,96,0,3,3,-9,5,5,0
9102,Female,Black,3.5,4,1,2,0,1,1,-9,7,6,1
9103,Female,White,2.0,4,3,5,3,4,3,-9,5,5,1
9104,Female,White,3.8,3,3,4,2,4,4,-9,6,6,1
9105,Female,White,3.8,4,4,4,3,3,3,-9,5,5,1
9106,Female,White,3.0,2,0,2,3,3,2,-9,5,5,1
